rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture,drainage_capacity_pct,population_density,impervious_pct,wind_speed_kmh,land_use_type,previous_flood_history,flood_risk_score,flood_risk
46.63,22.32,33.56,1.51,150.32,0.16,74.19,2962.0,57.92,11.13,Agricultural,1,0.3989,Medium
19.21,33.64,55.19,8.65,18.32,0.216,14.37,1509.8,34.67,3.42,Wetland,0,0.6333,Medium
22.65,34.26,57.32,5.03,5.37,0.479,44.12,1433.2,61.85,16.39,Wetland,0,0.6351,Medium
34.44,21.02,51.67,4.55,25.81,0.474,64.45,1366.2,3.31,31.16,Barren,0,0.2348,Low
43.17,17.06,62.69,3.17,52.0,0.649,43.46,411.1,60.07,17.02,Suburban,0,0.4721,Medium
67.04,25.11,,7.0,66.73,0.582,57.51,9936.9,59.64,12.14,Urban,1,0.6672,High
140.97,21.77,78.12,6.14,9.08,0.272,19.84,974.6,17.97,10.69,Coastal,0,0.6179,Medium
49.59,23.42,84.92,4.12,465.33,0.642,100.0,4813.2,54.61,10.08,Agricultural,0,0.4155,Medium
66.21,32.51,53.81,2.05,140.32,0.432,92.45,1053.8,39.5,5.74,Suburban,1,0.4535,Medium
77.08,25.88,86.62,7.41,17.23,0.189,29.78,3334.5,40.2,25.82,Agricultural,1,0.7063,High
69.54,20.64,51.87,4.5,191.61,0.308,30.19,6278.5,23.47,8.64,Forest,0,0.4221,Medium
18.54,19.39,67.18,2.7,46.26,0.166,55.07,1430.5,96.85,14.75,Wetland,1,0.5277,Medium
102.51,13.95,41.06,4.54,56.43,0.547,44.27,549.5,29.98,10.39,Coastal,0,0.5205,Medium
92.0,27.94,59.87,8.58,9.03,0.55,46.93,927.8,54.03,7.48,Forest,0,0.5907,Medium
46.15,25.98,92.52,6.75,65.97,0.239,81.62,1281.1,38.48,15.45,Forest,1,0.5761,Medium
19.58,27.94,67.56,3.48,9.72,0.367,21.89,824.3,30.43,1.3,Suburban,0,0.3422,Medium
42.64,23.88,60.38,10.28,136.83,0.533,18.41,2170.2,44.38,11.19,Agricultural,0,0.5468,Medium
8.86,16.61,28.99,4.52,50.48,0.684,47.04,4808.8,6.46,13.88,Barren,0,0.3286,Low
111.46,24.39,63.83,1.89,42.17,0.623,85.94,2239.8,35.42,9.34,Forest,1,0.4402,Medium
24.51,31.98,66.73,4.4,125.41,0.372,54.42,4010.9,26.93,3.89,Urban,0,0.4243,Medium
33.04,24.41,56.46,3.22,139.81,0.646,91.17,348.1,66.36,2.32,Coastal,0,0.5011,Medium
106.27,35.5,58.99,6.45,122.19,0.499,21.98,2341.2,67.69,11.01,Barren,0,0.7578,High
97.96,25.77,63.11,4.95,186.54,0.329,48.12,328.5,38.01,30.84,Agricultural,0,0.5677,Medium
53.56,37.77,65.56,3.11,122.03,0.173,37.17,6431.3,8.55,1.62,Urban,0,0.4843,Medium
122.57,38.34,61.75,6.34,348.26,0.553,55.28,8134.5,17.37,3.11,Forest,1,0.6681,High
17.99,17.72,86.07,0.96,100.23,0.209,26.21,638.6,96.57,4.07,Barren,0,0.3592,Medium
53.58,19.47,46.36,5.04,259.43,0.3,31.67,2660.1,61.0,4.66,Suburban,0,0.4627,Medium
18.13,20.8,92.82,9.36,389.85,0.315,33.65,541.3,36.77,2.24,Agricultural,1,0.4624,Medium
88.25,12.04,60.24,7.4,21.45,0.512,63.6,2599.0,79.86,18.88,Forest,1,0.5869,Medium
86.17,27.25,74.64,2.3,135.53,0.348,71.67,890.6,67.29,13.8,Forest,0,0.4752,Medium
128.28,27.06,84.19,8.54,128.11,0.169,56.18,4652.9,39.72,2.97,Barren,0,0.5532,Medium
41.66,25.34,68.44,4.73,244.36,0.376,61.85,2161.5,73.01,21.23,Urban,0,0.4314,Medium
151.77,15.44,64.42,4.12,49.32,0.47,48.9,355.8,16.14,7.16,Forest,0,0.5474,Medium
16.75,35.12,67.64,4.34,60.1,0.373,62.95,1294.0,48.08,7.87,Forest,0,0.3925,Medium
39.95,10.84,30.06,6.86,5.8,0.327,82.14,1793.1,63.39,23.71,Forest,0,0.3718,Medium
17.32,14.74,17.23,3.02,174.43,0.24,23.48,5097.6,99.46,30.53,Suburban,0,0.4785,Medium
48.32,30.2,78.6,1.16,37.15,0.393,63.94,3818.5,65.65,4.02,Urban,0,0.4447,Medium
18.77,26.21,59.08,2.29,317.35,0.26,48.54,1611.4,98.92,16.32,Coastal,1,0.377,Medium
88.41,19.7,49.65,5.07,130.53,0.398,36.89,117.4,40.04,4.22,Suburban,0,0.5526,Medium
58.96,24.38,68.97,2.5,48.53,0.042,57.21,313.7,7.96,24.59,Agricultural,0,0.2593,Low
15.42,24.9,62.17,4.52,204.69,0.485,63.14,1697.3,44.97,2.93,Agricultural,0,0.3385,Medium
74.83,32.24,41.72,3.89,204.01,0.37,71.03,1791.4,63.04,13.16,Agricultural,0,0.4626,Medium
116.92,15.49,82.05,2.57,21.15,0.09,95.45,535.1,0.0,21.77,Suburban,1,0.3361,Medium
63.08,26.04,85.35,5.78,93.67,0.657,100.0,442.2,58.49,5.43,Suburban,0,0.4961,Medium
11.3,31.55,68.79,5.17,1.22,0.426,76.89,503.5,25.66,13.9,Forest,0,0.3454,Medium
37.04,17.01,67.96,5.06,50.61,0.184,88.27,43.6,29.6,5.41,Agricultural,0,0.3305,Medium
68.86,23.64,64.8,0.77,142.26,0.306,31.34,2335.0,40.26,14.81,Wetland,0,0.5135,Medium
34.31,23.59,67.16,1.74,48.07,0.125,63.15,621.0,93.41,17.74,Wetland,0,0.316,Low
16.54,12.7,71.28,5.62,17.26,0.267,92.66,924.1,0.0,4.85,Suburban,0,0.2643,Low
95.31,26.05,56.54,4.34,103.34,0.4,43.73,365.2,18.1,2.67,Agricultural,0,0.575,Medium
33.15,26.46,79.45,5.97,390.86,0.373,57.9,1134.2,97.04,8.14,Urban,0,0.3378,Medium
116.97,34.47,68.06,3.08,63.92,0.316,45.43,286.5,53.14,19.28,Urban,1,0.8246,High
27.05,23.85,78.92,1.95,300.13,0.32,66.22,1433.7,61.01,14.81,Forest,0,0.2075,Low
31.6,27.06,87.7,3.16,283.16,0.431,59.73,1384.2,55.57,3.57,Suburban,0,0.3698,Medium
25.29,34.31,65.65,4.22,132.5,0.387,80.46,9352.4,41.46,1.89,Forest,0,0.3644,Medium
36.55,19.51,70.99,5.35,8.76,0.648,32.44,976.8,47.24,0.52,Urban,0,0.5359,Medium
58.27,15.73,76.6,4.92,127.3,0.157,18.99,1775.1,30.21,12.76,Suburban,0,0.467,Medium
17.37,24.85,66.27,5.25,107.3,0.342,65.69,1071.3,47.24,8.85,Suburban,0,0.3616,Medium
14.43,22.62,58.8,5.23,104.5,0.549,67.97,2201.3,29.15,6.81,Coastal,1,0.5464,Medium
7.49,23.36,68.29,2.66,49.58,0.738,51.45,3363.0,38.26,4.48,Urban,1,0.5125,Medium
6.45,21.04,88.41,6.77,166.62,0.212,34.61,662.8,65.67,8.06,Forest,0,0.5114,Medium
11.44,18.12,21.45,2.82,257.42,0.406,30.95,5828.8,78.59,13.03,Barren,0,0.3276,Low
26.89,30.54,78.44,2.12,134.79,0.382,68.86,4940.2,0.0,6.62,Urban,1,0.2899,Low
47.67,23.86,67.8,5.13,19.21,0.087,62.43,4279.3,54.16,14.46,Wetland,1,0.499,Medium
55.97,39.72,55.6,3.95,184.24,0.306,25.62,573.6,47.37,4.68,Forest,0,0.3958,Medium
46.04,16.72,80.6,7.29,20.42,0.522,25.56,1215.3,53.84,7.46,Agricultural,0,0.695,High
108.23,38.04,43.32,4.37,193.04,0.218,83.93,7555.0,81.72,9.55,Forest,0,0.4296,Medium
131.44,26.05,57.78,3.66,112.31,0.612,83.22,12.6,63.26,14.23,Forest,0,0.5259,Medium
33.27,24.13,88.61,3.36,50.36,0.354,45.93,732.2,36.5,13.86,Urban,0,0.4592,Medium
17.65,16.3,30.91,4.79,100.32,0.318,42.66,65.8,34.09,4.21,Forest,0,0.4062,Medium
157.88,19.36,74.02,6.34,208.03,0.565,65.46,1168.1,39.39,3.87,Suburban,0,0.6096,Medium
93.11,32.81,90.89,2.66,86.01,0.622,58.76,2492.6,20.25,3.19,Urban,0,0.5748,Medium
88.52,5.34,84.87,5.22,77.67,,23.48,385.6,34.69,2.77,Suburban,0,0.5886,Medium
25.99,11.43,72.17,3.26,28.63,0.298,16.22,5115.4,0.42,1.41,Coastal,0,0.5795,Medium
76.12,12.72,47.73,4.39,54.66,0.427,40.92,1749.1,100.0,4.26,Coastal,1,0.7183,High
46.32,32.2,81.09,3.92,88.03,0.306,46.01,436.5,67.73,21.88,Urban,1,0.7167,High
39.32,28.77,53.7,5.22,14.56,0.449,56.34,3931.1,67.29,23.28,Coastal,0,0.5386,Medium
39.27,16.91,62.21,5.93,149.57,0.725,60.31,4640.6,31.71,18.29,Coastal,0,0.4426,Medium
60.21,20.7,64.07,4.68,270.35,0.251,100.0,2058.8,42.95,4.12,Agricultural,0,0.4364,Medium
110.57,24.91,42.84,8.3,187.49,0.301,43.7,5613.8,31.17,9.78,Urban,1,0.5821,Medium
166.38,31.14,88.29,8.86,79.95,0.443,42.79,910.3,52.95,15.77,Agricultural,0,0.7383,High
29.93,16.91,63.35,5.43,0.99,0.237,49.07,2972.9,33.87,12.31,Urban,1,0.5655,Medium
48.3,24.93,63.7,6.43,73.1,0.068,55.57,1224.3,100.0,25.89,Agricultural,0,0.4947,Medium
38.56,21.59,53.99,2.06,15.86,0.44,37.02,2487.7,54.97,45.59,Urban,1,0.5156,Medium
57.38,23.28,52.25,4.49,162.59,0.383,79.7,5685.4,58.59,2.69,Forest,0,0.4064,Medium
34.89,17.72,76.11,1.39,16.3,0.651,55.87,101.0,26.3,4.1,Wetland,0,0.4364,Medium
23.46,25.47,76.58,4.2,15.78,0.167,71.28,244.4,0.0,6.21,Agricultural,0,0.2366,Low
29.96,18.52,100.0,3.37,86.34,0.326,49.36,6674.3,33.59,9.01,Urban,0,0.291,Low
26.31,24.67,59.4,4.25,33.09,0.307,72.39,344.3,78.26,21.44,Coastal,0,0.4896,Medium
37.1,34.94,57.38,3.31,33.17,0.366,80.83,368.1,41.28,3.57,Urban,1,0.4436,Medium
12.32,31.31,84.93,3.77,385.11,0.248,62.8,1552.5,74.92,14.56,Forest,0,0.2243,Low
26.74,33.73,80.15,5.24,41.78,0.49,37.11,499.4,65.86,3.48,Forest,0,0.4355,Medium
56.98,26.21,59.79,2.79,302.05,0.385,53.06,4424.3,85.25,16.68,Forest,0,0.4099,Medium
56.67,31.93,71.35,4.68,31.77,0.226,67.09,2990.4,45.65,7.85,Urban,1,0.5137,Medium
50.36,11.38,93.09,5.37,274.42,0.487,100.0,128.3,34.65,21.51,Urban,0,0.3719,Medium
104.23,12.14,43.57,4.13,27.3,0.345,51.03,512.3,3.55,13.61,Urban,0,0.5284,Medium
58.61,16.96,,2.15,23.05,0.418,50.1,5075.6,49.34,2.89,Agricultural,1,0.6468,Medium
101.97,17.45,72.72,5.21,39.02,0.485,15.84,74.0,46.84,3.59,Suburban,1,0.6112,Medium
166.46,31.34,52.83,7.55,65.72,0.331,100.0,1848.7,69.25,23.59,Urban,0,0.7572,High
77.45,13.44,53.72,5.77,28.08,0.435,58.51,733.5,58.39,13.53,Suburban,1,0.6668,High
12.38,14.5,87.1,2.71,114.96,0.13,32.22,696.3,15.0,21.31,Barren,0,0.4271,Medium
51.85,23.15,72.44,3.48,75.78,0.11,19.24,475.7,37.15,18.31,Suburban,0,0.4948,Medium
46.38,24.96,64.01,3.3,92.89,0.456,50.73,1948.7,73.37,6.98,Forest,0,0.3542,Medium
116.85,30.13,51.01,2.13,131.11,0.428,54.84,2570.1,48.81,12.18,Urban,1,0.5162,Medium
38.17,22.13,71.6,8.57,74.38,0.507,62.89,2613.8,9.11,27.27,Coastal,1,0.7471,High
20.71,22.72,86.1,4.68,11.9,0.025,62.87,172.4,47.34,29.46,Forest,0,0.3895,Medium
28.07,30.21,41.75,6.23,52.33,0.51,64.94,1424.1,82.8,10.82,Forest,1,0.4501,Medium
12.87,17.7,43.02,3.89,87.53,0.312,39.29,1175.1,35.75,18.28,Suburban,0,0.162,Low
149.25,24.86,77.24,2.55,23.66,0.379,67.78,368.1,55.03,,Suburban,0,0.4776,Medium
42.28,27.99,54.95,5.91,81.45,0.651,57.77,225.6,71.74,5.9,Urban,0,0.6518,Medium
14.14,21.41,50.44,7.51,15.78,0.324,20.88,1311.6,35.39,11.52,Agricultural,0,0.5118,Medium
123.86,30.02,52.75,3.05,52.13,0.353,45.71,73.2,76.41,28.55,Coastal,0,0.6687,High
137.8,18.0,78.62,1.94,219.07,0.372,72.94,7611.5,53.95,3.5,Coastal,0,0.6747,High
47.58,34.94,,5.0,5.77,0.216,68.59,1110.9,34.69,7.06,Barren,0,0.4919,Medium
11.7,21.8,72.13,8.7,4.46,0.366,69.58,6052.9,89.12,11.71,Urban,1,0.7862,High
28.65,20.93,57.29,4.48,61.14,0.638,90.52,663.4,43.76,23.5,Agricultural,1,0.5016,Medium
35.0,13.77,50.32,2.64,295.21,0.081,80.39,4694.3,16.9,30.78,Suburban,0,0.1184,Low
43.38,16.16,54.14,7.36,114.38,0.517,46.03,242.6,19.77,2.89,Agricultural,1,0.4935,Medium
15.95,18.32,49.01,3.74,139.45,0.356,42.07,478.6,69.73,3.1,Coastal,1,0.7012,High
81.86,16.1,57.93,3.69,97.59,0.242,53.57,426.7,81.16,48.9,Agricultural,0,0.5873,Medium
3.96,15.72,65.65,5.29,179.08,0.41,62.89,445.6,33.64,28.12,Urban,0,0.4454,Medium
91.09,24.31,78.29,7.05,62.83,0.414,15.91,3784.5,60.35,13.23,Urban,0,0.542,Medium
104.34,28.21,65.68,1.56,165.9,0.354,6.56,2003.9,51.19,3.69,Agricultural,0,0.5309,Medium
31.06,25.96,61.96,5.39,326.53,0.428,45.18,6056.8,95.06,22.4,Forest,0,0.5153,Medium
39.63,1.62,95.62,2.02,50.77,0.389,23.42,2566.5,34.5,3.41,Agricultural,0,0.5337,Medium
113.14,16.71,5.0,2.96,63.45,0.494,43.1,1748.8,25.91,9.99,Barren,0,0.4643,Medium
67.02,31.96,76.56,6.34,23.09,0.418,62.08,2787.5,88.0,7.67,Barren,0,0.4565,Medium
31.98,14.59,74.4,3.87,15.03,0.124,12.75,1159.1,21.69,9.57,Forest,0,0.4634,Medium
35.15,23.15,74.63,2.51,166.2,0.132,44.71,1194.3,47.07,1.78,Coastal,1,0.6738,High
60.45,16.33,81.73,6.63,106.44,0.321,61.02,60.5,43.18,10.22,Coastal,1,0.6512,Medium
140.53,33.14,43.63,6.69,150.99,0.346,62.36,7502.5,49.58,30.64,Wetland,1,0.7506,High
36.03,18.44,82.18,4.45,22.09,0.395,73.58,662.4,15.32,4.73,Forest,1,0.494,Medium
31.18,28.81,71.91,3.13,169.84,0.238,81.79,2012.8,60.44,3.57,Agricultural,0,0.278,Low
43.14,18.93,57.87,3.26,45.22,0.304,39.45,11307.8,49.72,11.35,Agricultural,0,0.5206,Medium
43.34,7.02,76.34,1.04,116.06,0.463,53.91,455.6,76.13,0.63,Forest,1,0.4462,Medium
52.98,27.3,68.2,8.3,225.68,0.179,15.71,547.9,13.04,3.77,Urban,1,0.6052,Medium
39.73,10.57,48.04,4.86,114.67,0.416,50.54,1317.0,37.86,7.22,Suburban,1,0.4908,Medium
94.79,17.61,28.57,2.64,22.55,0.203,56.6,4039.2,23.02,6.47,Suburban,0,0.5378,Medium
19.29,37.06,41.39,8.74,83.19,0.307,47.25,353.6,48.57,17.64,Urban,1,0.7126,High
57.33,45.91,52.14,4.07,35.02,0.358,100.0,8228.6,48.35,5.5,Wetland,0,0.4516,Medium
58.97,24.14,72.11,6.12,96.58,0.262,91.44,1121.7,68.01,2.3,Agricultural,0,0.3049,Low
20.9,17.76,39.09,2.96,9.88,0.488,78.13,1757.1,62.07,29.03,Barren,0,0.5078,Medium
56.92,24.18,72.39,4.32,485.0,0.661,28.91,4542.2,91.92,11.73,Agricultural,1,0.7229,High
60.09,14.8,70.62,4.39,116.21,,52.49,4012.1,62.59,6.47,Agricultural,1,0.5523,Medium
1.88,21.04,100.0,5.09,57.68,0.503,63.01,2653.3,0.0,3.11,Agricultural,1,0.425,Medium
17.63,35.22,71.5,6.66,50.75,0.52,65.11,1282.1,53.8,4.31,Forest,0,0.4609,Medium
119.47,25.47,27.74,4.35,104.37,0.424,56.33,6510.8,21.89,4.35,Forest,0,0.3827,Medium
25.57,14.04,85.62,3.98,133.81,0.36,64.09,1868.6,40.86,15.36,Forest,0,0.2466,Low
14.1,26.85,48.58,7.35,32.05,0.284,76.69,2841.4,11.93,7.54,Wetland,0,0.459,Medium
6.1,12.02,47.62,5.12,96.08,0.363,35.46,598.4,82.69,16.07,Forest,0,0.3812,Medium
16.11,10.86,61.49,4.04,233.22,0.518,42.19,657.9,53.23,11.76,Suburban,1,0.5199,Medium
38.42,29.36,74.92,6.69,199.49,0.266,63.45,451.8,44.32,7.12,Urban,0,0.559,Medium
13.11,18.65,60.06,3.55,24.47,0.246,42.73,3947.0,24.55,19.83,Barren,0,0.3235,Low
67.65,35.01,65.18,3.66,57.99,0.57,39.97,250.0,52.56,3.51,Suburban,0,0.6678,High
20.56,16.62,48.56,4.85,187.73,0.447,100.0,1064.6,40.58,9.85,Agricultural,0,0.3098,Low
53.28,32.59,43.98,4.74,44.38,0.386,61.55,12049.2,96.98,13.47,Urban,1,0.822,High
108.23,35.49,68.63,4.14,175.74,0.591,78.04,2783.6,46.94,16.68,Suburban,0,0.6086,Medium
103.75,25.09,37.55,5.76,148.25,0.329,59.78,267.5,43.0,1.7,Agricultural,0,0.6194,Medium
52.61,21.88,52.16,1.05,24.22,0.49,60.02,3028.7,27.3,7.97,Agricultural,0,0.5306,Medium
15.1,19.8,59.05,2.99,143.23,0.569,34.06,3427.0,71.88,11.12,Forest,1,0.6044,Medium
40.52,20.23,69.22,1.38,217.86,0.426,55.88,5476.8,46.06,6.32,Barren,1,0.3198,Low
53.89,12.79,60.31,1.97,285.23,0.248,100.0,161.2,37.77,,Urban,0,0.2754,Low
186.66,28.48,59.29,2.23,33.71,0.286,67.82,456.1,54.04,6.49,Coastal,0,0.6318,Medium
6.03,28.24,42.85,3.75,692.97,0.269,82.08,1232.7,34.01,5.97,Agricultural,0,0.2457,Low
40.63,22.39,57.55,3.16,80.87,0.47,83.44,2209.0,86.94,11.6,Coastal,1,0.785,High
65.95,24.21,60.51,5.47,34.76,0.47,63.97,417.5,13.96,5.28,Forest,0,0.3111,Low
45.77,20.82,72.5,5.4,153.56,0.374,23.9,1353.2,70.71,0.27,Forest,0,0.5624,Medium
49.64,15.49,50.6,7.31,149.76,0.41,82.98,322.5,29.5,5.59,Forest,1,0.4593,Medium
21.7,14.87,48.91,2.59,114.3,0.496,64.88,785.2,47.6,6.2,Urban,0,0.4483,Medium
80.88,20.02,43.18,5.28,18.77,0.322,42.78,3187.4,66.21,18.29,Urban,0,0.539,Medium
43.36,21.25,67.73,3.82,3.9,0.046,50.57,4055.9,71.38,1.33,Agricultural,0,0.3783,Medium
49.51,32.09,58.7,5.32,159.51,0.706,83.45,6040.6,15.34,11.42,Suburban,0,0.4002,Medium
86.85,28.68,62.59,5.42,51.53,0.558,74.67,2233.6,31.32,24.01,Agricultural,1,0.525,Medium
32.78,34.78,56.47,3.61,12.34,0.481,59.19,3175.6,44.63,3.86,Urban,1,0.5747,Medium
99.97,28.83,57.18,4.85,321.11,0.655,71.07,4237.7,0.0,18.04,Agricultural,1,0.4167,Medium
12.65,12.91,54.06,1.02,312.89,0.473,60.66,417.3,90.97,11.41,Urban,0,0.465,Medium
51.63,13.61,74.01,5.65,123.36,0.307,94.57,3814.7,29.68,11.88,Agricultural,0,0.3473,Medium
20.5,16.58,65.74,0.0,33.37,0.621,53.41,2897.9,10.27,3.7,Forest,0,0.2821,Low
15.86,21.53,91.42,5.18,501.14,0.127,61.76,1921.0,56.04,9.81,Forest,0,0.1951,Low
139.46,18.57,59.54,2.31,33.1,0.28,29.5,748.9,27.79,16.12,Wetland,0,0.5021,Medium
13.35,28.84,93.37,5.71,1.28,0.396,54.27,3474.7,56.51,15.28,Suburban,0,0.4726,Medium
44.01,32.25,59.88,5.42,275.74,0.496,58.7,1182.9,36.22,8.21,Agricultural,0,0.2778,Low
12.31,15.54,74.18,2.77,26.2,0.329,80.06,827.0,17.53,7.46,Suburban,0,0.1691,Low
95.84,12.5,54.0,0.69,119.23,0.428,21.06,59.0,23.27,3.97,Agricultural,0,0.3227,Low
30.14,35.51,73.72,5.21,32.67,0.323,52.12,5726.2,43.05,2.43,Urban,0,0.4079,Medium
86.54,25.62,23.46,1.71,71.06,0.332,21.83,1166.8,53.2,3.9,Agricultural,0,0.4599,Medium
64.36,20.25,42.55,6.54,61.91,0.388,72.51,949.6,34.43,6.75,Suburban,0,0.4902,Medium
169.01,35.07,47.37,2.7,56.39,0.09,33.15,16.8,64.42,9.33,Suburban,0,0.773,High
9.83,32.72,100.0,0.86,45.9,0.294,64.96,1383.3,61.29,22.61,Forest,0,0.1442,Low
17.49,19.86,83.97,3.47,1.84,0.183,97.02,2246.7,72.79,5.61,Suburban,1,0.4915,Medium
83.36,30.09,69.67,1.56,28.99,0.482,70.06,4736.8,56.71,1.9,Agricultural,1,0.593,Medium
53.48,32.07,57.52,4.01,617.06,0.559,84.62,314.7,95.2,6.93,Urban,0,0.4209,Medium
34.75,29.87,54.53,0.44,0.93,,87.58,4004.1,68.02,11.44,Suburban,0,0.3379,Medium
149.02,32.88,54.09,5.99,8.95,0.318,62.65,1984.5,63.63,17.31,Barren,0,0.4973,Medium
41.69,17.35,77.15,2.57,3.94,0.519,36.34,3293.9,43.81,6.03,Suburban,0,0.6348,Medium
21.22,24.18,66.63,8.66,86.6,0.319,96.97,2301.7,63.81,20.07,Suburban,1,0.5534,Medium
87.25,35.52,81.18,5.14,4.51,0.67,75.11,5992.5,55.61,10.69,Forest,0,0.3975,Medium
42.77,21.27,75.09,4.98,92.27,0.809,72.41,1484.5,64.18,12.53,Coastal,0,0.5683,Medium
45.37,19.48,72.45,4.57,47.41,0.548,58.68,1914.8,41.6,8.54,Agricultural,0,0.5352,Medium
68.27,24.78,50.88,0.72,252.15,0.309,67.05,2967.6,92.01,3.58,Wetland,0,0.414,Medium
70.16,12.92,50.83,5.16,53.36,0.269,5.54,1681.3,66.02,9.33,Forest,1,0.5792,Medium
17.26,26.28,67.35,0.0,205.68,0.314,97.74,2625.2,28.89,4.95,Agricultural,0,0.2833,Low
33.15,12.34,71.84,9.04,146.31,0.581,77.23,45.1,0.0,15.51,Agricultural,1,0.4891,Medium
11.21,32.87,61.53,0.0,418.87,0.245,60.5,2300.5,41.72,6.86,Agricultural,0,0.3164,Low
54.07,12.65,42.6,1.45,70.12,0.344,52.52,861.6,91.29,18.03,Urban,1,0.6708,High
137.83,29.94,69.02,6.69,371.41,0.462,47.34,4472.1,43.0,7.26,Urban,0,0.5738,Medium
17.95,18.89,78.62,5.88,124.85,0.165,78.16,652.7,0.0,34.17,Coastal,0,0.5561,Medium
9.07,16.6,45.14,7.05,57.89,0.42,59.59,3208.6,6.28,3.15,Barren,0,0.3819,Medium
24.4,24.18,59.73,7.18,80.78,0.362,16.26,5334.8,31.37,17.28,Barren,1,0.5938,Medium
34.51,26.1,47.96,2.17,157.25,0.292,38.98,309.7,41.23,8.37,Coastal,0,0.5178,Medium
70.6,24.64,82.22,0.25,259.55,0.303,50.26,7808.8,51.94,19.07,Coastal,0,0.4473,Medium
31.65,26.38,100.0,4.88,62.48,0.238,69.2,543.4,0.0,12.46,Barren,1,0.4357,Medium
54.79,28.84,88.65,2.05,343.63,,62.59,3035.4,54.84,7.4,Agricultural,0,0.4694,Medium
27.6,9.92,36.52,3.11,78.09,0.324,51.59,4720.3,52.55,4.29,Forest,1,0.4138,Medium
36.05,24.95,71.23,4.15,176.56,0.352,10.2,41.3,28.61,7.27,Forest,0,0.3802,Medium
20.59,14.45,74.9,7.19,285.83,0.5,55.98,7291.9,59.43,17.84,Wetland,0,0.6106,Medium
15.06,15.12,96.22,5.38,29.8,0.416,46.41,1174.4,76.22,10.83,Urban,0,0.5525,Medium
72.39,16.3,54.59,3.63,26.92,0.388,29.28,2035.1,29.36,7.53,Coastal,0,0.5443,Medium
29.24,10.19,62.76,2.21,137.45,0.424,60.18,3506.2,76.11,7.09,Urban,1,0.4669,Medium
57.73,23.92,43.77,1.91,120.01,0.206,65.23,1206.0,42.67,22.34,Agricultural,0,0.4175,Medium
20.3,11.63,40.73,9.27,211.51,0.439,80.56,2001.0,62.95,23.04,Agricultural,0,0.5593,Medium
41.9,26.84,66.22,3.59,93.56,0.261,30.11,539.6,43.72,9.21,Barren,0,0.3422,Medium
4.09,34.63,91.42,5.12,155.62,0.514,37.26,488.1,29.88,30.63,Forest,0,0.3455,Medium
31.09,34.95,65.52,6.78,22.36,0.396,83.98,8332.4,55.26,12.17,Coastal,0,0.4625,Medium
22.31,16.36,65.89,4.46,94.58,0.392,58.49,851.2,39.99,5.49,Suburban,0,0.3363,Medium
93.23,15.69,42.22,6.92,1.23,0.445,65.51,6600.4,70.12,7.98,Barren,0,0.5719,Medium
12.83,29.47,67.61,3.26,137.46,0.244,87.36,363.4,45.95,5.63,Urban,0,0.4292,Medium
37.25,24.4,55.03,6.89,423.18,0.386,44.65,1986.9,99.41,16.7,Agricultural,1,0.6319,Medium
53.58,23.48,56.82,7.18,23.15,0.57,30.49,137.8,46.5,15.53,Suburban,1,0.5881,Medium
84.51,14.84,95.75,2.77,17.63,0.262,58.98,2949.6,61.51,,Urban,1,0.6945,High
76.64,24.84,57.1,4.4,77.0,0.502,61.14,3609.3,58.78,10.22,Agricultural,0,0.5353,Medium
39.61,30.06,58.87,5.51,70.96,0.577,70.53,2903.0,56.08,2.82,Barren,1,0.5049,Medium
44.06,18.59,68.94,5.25,70.18,0.621,78.26,4693.0,29.52,7.2,Suburban,0,0.369,Medium
93.18,27.25,5.0,4.96,41.17,0.457,71.14,608.4,36.1,4.14,Agricultural,0,0.5625,Medium
39.02,25.12,50.99,6.1,17.85,0.346,90.38,366.6,44.5,21.6,Wetland,0,0.4384,Medium
47.7,19.43,32.77,7.85,307.47,0.637,98.9,1868.6,39.65,15.96,Agricultural,1,0.4755,Medium
95.26,23.64,55.09,1.07,51.44,0.316,55.6,327.2,60.96,16.28,Suburban,1,0.3784,Medium
184.35,16.67,99.31,4.03,62.76,0.472,48.53,1029.8,24.17,2.16,Urban,0,0.5487,Medium
50.81,29.99,15.02,1.08,65.66,0.405,72.32,408.8,34.19,3.7,Forest,0,0.2083,Low
61.36,16.79,35.02,7.46,16.41,0.412,64.99,2617.1,45.55,7.23,Barren,0,0.4879,Medium
75.06,19.81,89.37,5.09,26.47,0.219,58.79,214.9,40.93,11.21,Agricultural,1,0.6884,High
94.65,30.32,62.13,4.42,1.55,0.436,100.0,543.7,57.3,15.38,Barren,1,0.5581,Medium
85.96,20.34,72.92,4.25,82.54,0.36,79.36,7027.5,48.31,17.43,Urban,0,0.4642,Medium
25.8,17.45,66.75,1.39,96.97,,41.28,1990.7,29.61,3.3,Agricultural,1,0.412,Medium
53.35,25.29,67.29,5.46,28.82,0.364,81.07,3097.9,55.37,9.33,Agricultural,0,0.2737,Low
86.37,36.57,58.8,8.12,65.99,0.379,48.44,1060.4,2.05,8.88,Forest,0,0.622,Medium
108.33,32.15,6.6,6.71,140.94,0.409,84.5,1255.7,69.78,10.14,Barren,0,0.3801,Medium
37.3,28.27,64.61,2.88,36.01,0.577,66.41,2666.6,22.94,6.26,Urban,0,0.5665,Medium
52.4,30.96,84.76,2.26,54.91,0.295,42.03,363.8,75.75,2.99,Suburban,1,0.5119,Medium
